1722352551.388280 server started (32330): version 3.4, socket /private/tmp/tmux-501/default, protocol 8
1722352551.388346 on Darwin 23.5.0 Darwin Kernel Version 23.5.0: Wed May  1 20:16:51 PDT 2024; root:xnu-10063.121.3~5/RELEASE_ARM64_T8103
1722352551.388360 using libevent 2.1.12-stable select
1722352551.388374 using utf8proc 2.9.0
1722352551.388382 using ncurses 6.5 20240427
1722352553.335509 /dev/ttys007: \033[K
1722352553.335513 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,38 at 0,38, width 113
1722352553.335516 tty_draw_line: px=0 py=38 nx=113 atx=0 aty=38
1722352553.335520 tty_draw_line: defaults: fg=8, bg=8
1722352553.335523 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335526 tty_clear_line: /dev/ttys007, 113 at 0,38
1722352553.335529 /dev/ttys007: \r
1722352553.335532 /dev/ttys007: \n
1722352553.335535 /dev/ttys007: \033[K
1722352553.335539 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,39 at 0,39, width 113
1722352553.335542 tty_draw_line: px=0 py=39 nx=113 atx=0 aty=39
1722352553.335545 tty_draw_line: defaults: fg=8, bg=8
1722352553.335548 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335552 tty_clear_line: /dev/ttys007, 113 at 0,39
1722352553.335555 /dev/ttys007: \r
1722352553.335558 /dev/ttys007: \n
1722352553.335561 /dev/ttys007: \033[K
1722352553.335564 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,40 at 0,40, width 113
1722352553.335568 tty_draw_line: px=0 py=40 nx=113 atx=0 aty=40
1722352553.335571 tty_draw_line: defaults: fg=8, bg=8
1722352553.335574 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335577 tty_clear_line: /dev/ttys007, 113 at 0,40
1722352553.335580 /dev/ttys007: \r
1722352553.335584 /dev/ttys007: \n
1722352553.335587 /dev/ttys007: \033[K
1722352553.335591 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,41 at 0,41, width 113
1722352553.335594 tty_draw_line: px=0 py=41 nx=113 atx=0 aty=41
1722352553.335597 tty_draw_line: defaults: fg=8, bg=8
1722352553.335601 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335604 tty_clear_line: /dev/ttys007, 113 at 0,41
1722352553.335607 /dev/ttys007: \r
1722352553.335610 /dev/ttys007: \n
1722352553.335613 /dev/ttys007: \033[K
1722352553.335616 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,42 at 0,42, width 113
1722352553.335620 tty_draw_line: px=0 py=42 nx=113 atx=0 aty=42
1722352553.335623 tty_draw_line: defaults: fg=8, bg=8
1722352553.335626 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335629 tty_clear_line: /dev/ttys007, 113 at 0,42
1722352553.335632 /dev/ttys007: \r
1722352553.335636 /dev/ttys007: \n
1722352553.335639 /dev/ttys007: \033[K
1722352553.335643 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,43 at 0,43, width 113
1722352553.335646 tty_draw_line: px=0 py=43 nx=113 atx=0 aty=43
1722352553.335649 tty_draw_line: defaults: fg=8, bg=8
1722352553.335653 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335656 tty_clear_line: /dev/ttys007, 113 at 0,43
1722352553.335659 /dev/ttys007: \r
1722352553.335662 /dev/ttys007: \n
1722352553.335665 /dev/ttys007: \033[K
1722352553.335669 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,44 at 0,44, width 113
1722352553.335672 tty_draw_line: px=0 py=44 nx=113 atx=0 aty=44
1722352553.335675 tty_draw_line: defaults: fg=8, bg=8
1722352553.335678 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335682 tty_clear_line: /dev/ttys007, 113 at 0,44
1722352553.335685 /dev/ttys007: \r
1722352553.335688 /dev/ttys007: \n
1722352553.335691 /dev/ttys007: \033[K
1722352553.335695 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,45 at 0,45, width 113
1722352553.335698 tty_draw_line: px=0 py=45 nx=113 atx=0 aty=45
1722352553.335701 tty_draw_line: defaults: fg=8, bg=8
1722352553.335704 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335708 tty_clear_line: /dev/ttys007, 113 at 0,45
1722352553.335711 /dev/ttys007: \r
1722352553.335714 /dev/ttys007: \n
1722352553.335717 /dev/ttys007: \033[K
1722352553.335721 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,46 at 0,46, width 113
1722352553.335724 tty_draw_line: px=0 py=46 nx=113 atx=0 aty=46
1722352553.335727 tty_draw_line: defaults: fg=8, bg=8
1722352553.335730 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335734 tty_clear_line: /dev/ttys007, 113 at 0,46
1722352553.335737 /dev/ttys007: \r
1722352553.335740 /dev/ttys007: \n
1722352553.335743 /dev/ttys007: \033[K
1722352553.335746 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,47 at 0,47, width 113
1722352553.335750 tty_draw_line: px=0 py=47 nx=113 atx=0 aty=47
1722352553.335753 tty_draw_line: defaults: fg=8, bg=8
1722352553.335756 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335760 tty_clear_line: /dev/ttys007, 113 at 0,47
1722352553.335763 /dev/ttys007: \r
1722352553.335766 /dev/ttys007: \n
1722352553.335769 /dev/ttys007: \033[K
1722352553.335773 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,48 at 0,48, width 113
1722352553.335776 tty_draw_line: px=0 py=48 nx=113 atx=0 aty=48
1722352553.335779 tty_draw_line: defaults: fg=8, bg=8
1722352553.335783 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335786 tty_clear_line: /dev/ttys007, 113 at 0,48
1722352553.335789 /dev/ttys007: \r
1722352553.335792 /dev/ttys007: \n
1722352553.335795 /dev/ttys007: \033[K
1722352553.335799 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,49 at 0,49, width 113
1722352553.335802 tty_draw_line: px=0 py=49 nx=113 atx=0 aty=49
1722352553.335805 tty_draw_line: defaults: fg=8, bg=8
1722352553.335808 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335812 tty_clear_line: /dev/ttys007, 113 at 0,49
1722352553.335815 /dev/ttys007: \r
1722352553.335818 /dev/ttys007: \n
1722352553.335821 /dev/ttys007: \033[K
1722352553.335824 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,50 at 0,50, width 113
1722352553.335828 tty_draw_line: px=0 py=50 nx=113 atx=0 aty=50
1722352553.335831 tty_draw_line: defaults: fg=8, bg=8
1722352553.335834 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335837 tty_clear_line: /dev/ttys007, 113 at 0,50
1722352553.335840 /dev/ttys007: \r
1722352553.335843 /dev/ttys007: \n
1722352553.335846 /dev/ttys007: \033[K
1722352553.335850 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,51 at 0,51, width 113
1722352553.335853 tty_draw_line: px=0 py=51 nx=113 atx=0 aty=51
1722352553.335857 tty_draw_line: defaults: fg=8, bg=8
1722352553.335860 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335863 tty_clear_line: /dev/ttys007, 113 at 0,51
1722352553.335867 /dev/ttys007: \r
1722352553.335870 /dev/ttys007: \n
1722352553.335873 /dev/ttys007: \033[K
1722352553.335877 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,52 at 0,52, width 113
1722352553.335880 tty_draw_line: px=0 py=52 nx=113 atx=0 aty=52
1722352553.335883 tty_draw_line: defaults: fg=8, bg=8
1722352553.335886 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335889 tty_clear_line: /dev/ttys007, 113 at 0,52
1722352553.335892 /dev/ttys007: \r
1722352553.335895 /dev/ttys007: \n
1722352553.335899 /dev/ttys007: \033[K
1722352553.335902 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,53 at 0,53, width 113
1722352553.335905 tty_draw_line: px=0 py=53 nx=113 atx=0 aty=53
1722352553.335908 tty_draw_line: defaults: fg=8, bg=8
1722352553.335912 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335915 tty_clear_line: /dev/ttys007, 113 at 0,53
1722352553.335918 /dev/ttys007: \r
1722352553.335921 /dev/ttys007: \n
1722352553.335924 /dev/ttys007: \033[K
1722352553.335928 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,54 at 0,54, width 113
1722352553.335931 tty_draw_line: px=0 py=54 nx=113 atx=0 aty=54
1722352553.335934 tty_draw_line: defaults: fg=8, bg=8
1722352553.335938 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335941 tty_clear_line: /dev/ttys007, 113 at 0,54
1722352553.335944 /dev/ttys007: \r
1722352553.335947 /dev/ttys007: \n
1722352553.335950 /dev/ttys007: \033[K
1722352553.335954 screen_redraw_draw_pane: /dev/ttys007 %0 line 0,55 at 0,55, width 113
1722352553.335957 tty_draw_line: px=0 py=55 nx=113 atx=0 aty=55
1722352553.335960 tty_draw_line: defaults: fg=8, bg=8
1722352553.335963 tty_draw_line: 113 to end of line (0 cleared)
1722352553.335967 tty_clear_line: /dev/ttys007, 113 at 0,55
1722352553.335970 /dev/ttys007: \r
1722352553.335973 /dev/ttys007: \n
1722352553.335976 /dev/ttys007: \033[K
1722352553.335979 /dev/ttys007: redrawing status
1722352553.335982 screen_redraw_draw_status: /dev/ttys007 @0
1722352553.335986 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=56
1722352553.335989 tty_draw_line: defaults: fg=8, bg=8
1722352553.335993 utf8_to_data: 41000054 -> (1 1 T)
1722352553.335997 utf8_to_data: 4100006d -> (1 1 m)
1722352553.336001 utf8_to_data: 41000075 -> (1 1 u)
1722352553.336004 utf8_to_data: 41000078 -> (1 1 x)
1722352553.336008 utf8_to_data: 41000020 -> (1 1  )
1722352553.336012 utf8_to_data: 41000072 -> (1 1 r)
1722352553.336016 utf8_to_data: 41000065 -> (1 1 e)
1722352553.336019 utf8_to_data: 41000073 -> (1 1 s)
1722352553.336023 utf8_to_data: 41000075 -> (1 1 u)
1722352553.336027 utf8_to_data: 41000072 -> (1 1 r)
1722352553.336030 utf8_to_data: 41000072 -> (1 1 r)
1722352553.336033 utf8_to_data: 41000065 -> (1 1 e)
1722352553.336036 utf8_to_data: 41000063 -> (1 1 c)
1722352553.336040 utf8_to_data: 41000074 -> (1 1 t)
1722352553.336043 utf8_to_data: 41000020 -> (1 1  )
1722352553.336046 utf8_to_data: 41000066 -> (1 1 f)
1722352553.336050 utf8_to_data: 41000069 -> (1 1 i)
1722352553.336053 utf8_to_data: 4100006c -> (1 1 l)
1722352553.336056 utf8_to_data: 41000065 -> (1 1 e)
1722352553.336060 utf8_to_data: 41000020 -> (1 1  )
1722352553.336063 utf8_to_data: 4100006e -> (1 1 n)
1722352553.336066 utf8_to_data: 4100006f -> (1 1 o)
1722352553.336069 utf8_to_data: 41000074 -> (1 1 t)
1722352553.336073 utf8_to_data: 41000020 -> (1 1  )
1722352553.336077 utf8_to_data: 41000066 -> (1 1 f)
1722352553.336080 utf8_to_data: 4100006f -> (1 1 o)
1722352553.336084 utf8_to_data: 41000075 -> (1 1 u)
1722352553.336087 utf8_to_data: 4100006e -> (1 1 n)
1722352553.336091 utf8_to_data: 41000064 -> (1 1 d)
1722352553.336095 utf8_to_data: 41000021 -> (1 1 !)
1722352553.336098 utf8_to_data: 41000020 -> (1 1  )
1722352553.336102 utf8_to_data: 41000020 -> (1 1  )
1722352553.336105 utf8_to_data: 41000020 -> (1 1  )
1722352553.336108 utf8_to_data: 41000020 -> (1 1  )
1722352553.336111 utf8_to_data: 41000020 -> (1 1  )
1722352553.336115 utf8_to_data: 41000020 -> (1 1  )
1722352553.336118 utf8_to_data: 41000020 -> (1 1  )
1722352553.336122 utf8_to_data: 41000020 -> (1 1  )
1722352553.336125 utf8_to_data: 41000020 -> (1 1  )
1722352553.336129 utf8_to_data: 41000020 -> (1 1  )
1722352553.336132 utf8_to_data: 41000020 -> (1 1  )
1722352553.336135 utf8_to_data: 41000020 -> (1 1  )
1722352553.336138 utf8_to_data: 41000020 -> (1 1  )
1722352553.336142 utf8_to_data: 41000020 -> (1 1  )
1722352553.336145 utf8_to_data: 41000020 -> (1 1  )
1722352553.336148 utf8_to_data: 41000020 -> (1 1  )
1722352553.336152 utf8_to_data: 41000020 -> (1 1  )
1722352553.336155 utf8_to_data: 41000020 -> (1 1  )
1722352553.336158 utf8_to_data: 41000020 -> (1 1  )
1722352553.336162 utf8_to_data: 41000020 -> (1 1  )
1722352553.336165 utf8_to_data: 41000020 -> (1 1  )
1722352553.336168 utf8_to_data: 41000020 -> (1 1  )
1722352553.336171 utf8_to_data: 41000020 -> (1 1  )
1722352553.336175 utf8_to_data: 41000020 -> (1 1  )
1722352553.336178 utf8_to_data: 41000020 -> (1 1  )
1722352553.336181 utf8_to_data: 41000020 -> (1 1  )
1722352553.336185 utf8_to_data: 41000020 -> (1 1  )
1722352553.336188 utf8_to_data: 41000020 -> (1 1  )
1722352553.336191 utf8_to_data: 41000020 -> (1 1  )
1722352553.336195 utf8_to_data: 41000020 -> (1 1  )
1722352553.336198 utf8_to_data: 41000020 -> (1 1  )
1722352553.336201 utf8_to_data: 41000020 -> (1 1  )
1722352553.336205 utf8_to_data: 41000020 -> (1 1  )
1722352553.336208 utf8_to_data: 41000020 -> (1 1  )
1722352553.336211 utf8_to_data: 41000020 -> (1 1  )
1722352553.336215 utf8_to_data: 41000020 -> (1 1  )
1722352553.336218 utf8_to_data: 41000020 -> (1 1  )
1722352553.336221 utf8_to_data: 41000020 -> (1 1  )
1722352553.336224 utf8_to_data: 41000020 -> (1 1  )
1722352553.336228 utf8_to_data: 41000020 -> (1 1  )
1722352553.336231 utf8_to_data: 41000020 -> (1 1  )
1722352553.336234 utf8_to_data: 41000020 -> (1 1  )
1722352553.336237 utf8_to_data: 41000020 -> (1 1  )
1722352553.336241 utf8_to_data: 41000020 -> (1 1  )
1722352553.336244 utf8_to_data: 41000020 -> (1 1  )
1722352553.336247 utf8_to_data: 41000020 -> (1 1  )
1722352553.336250 utf8_to_data: 41000020 -> (1 1  )
1722352553.336254 utf8_to_data: 41000020 -> (1 1  )
1722352553.336257 utf8_to_data: 41000020 -> (1 1  )
1722352553.336260 utf8_to_data: 41000020 -> (1 1  )
1722352553.336264 utf8_to_data: 41000020 -> (1 1  )
1722352553.336267 utf8_to_data: 41000020 -> (1 1  )
1722352553.336270 utf8_to_data: 41000020 -> (1 1  )
1722352553.336274 utf8_to_data: 41000020 -> (1 1  )
1722352553.336277 utf8_to_data: 41000020 -> (1 1  )
1722352553.336281 utf8_to_data: 41000020 -> (1 1  )
1722352553.336284 utf8_to_data: 41000020 -> (1 1  )
1722352553.336288 utf8_to_data: 41000020 -> (1 1  )
1722352553.336291 utf8_to_data: 41000020 -> (1 1  )
1722352553.336295 utf8_to_data: 41000020 -> (1 1  )
1722352553.336298 utf8_to_data: 41000020 -> (1 1  )
1722352553.336301 utf8_to_data: 41000020 -> (1 1  )
1722352553.336305 utf8_to_data: 41000020 -> (1 1  )
1722352553.336308 utf8_to_data: 41000020 -> (1 1  )
1722352553.336312 utf8_to_data: 41000020 -> (1 1  )
1722352553.336316 utf8_to_data: 41000020 -> (1 1  )
1722352553.336319 utf8_to_data: 41000020 -> (1 1  )
1722352553.336322 utf8_to_data: 41000020 -> (1 1  )
1722352553.336325 utf8_to_data: 41000020 -> (1 1  )
1722352553.336329 utf8_to_data: 41000020 -> (1 1  )
1722352553.336332 utf8_to_data: 41000020 -> (1 1  )
1722352553.336335 utf8_to_data: 41000020 -> (1 1  )
1722352553.336339 utf8_to_data: 41000020 -> (1 1  )
1722352553.336342 utf8_to_data: 41000020 -> (1 1  )
1722352553.336345 utf8_to_data: 41000020 -> (1 1  )
1722352553.336349 utf8_to_data: 41000020 -> (1 1  )
1722352553.336352 utf8_to_data: 41000020 -> (1 1  )
1722352553.336355 utf8_to_data: 41000020 -> (1 1  )
1722352553.336358 utf8_to_data: 41000020 -> (1 1  )
1722352553.336362 utf8_to_data: 41000020 -> (1 1  )
1722352553.336365 utf8_to_data: 41000020 -> (1 1  )
1722352553.336368 utf8_to_data: 41000020 -> (1 1  )
1722352553.336372 utf8_to_data: 41000020 -> (1 1  )
1722352553.336376 /dev/ttys007: \033[30m
1722352553.336380 /dev/ttys007: \033[43m
1722352553.336382 /dev/ttys007: \r
1722352553.336384 /dev/ttys007: \n
1722352553.336387 /dev/ttys007: Tmux resurrect file not found!                                                                                   
1722352553.336389 /dev/ttys007: \033(B\033[m
1722352553.336391 /dev/ttys007: redraw added 691 bytes
1722352553.336394 server_client_reset_state: client /dev/ttys007 mode CURSOR,WRAP,BRACKETPASTE
1722352553.336396 server_client_reset_state: cursor to 4,1
1722352553.336399 /dev/ttys007: \033[2;5H
1722352553.336402 sending message 203 to peer 0x148048000 (4 bytes)
1722352553.336405 server_client_check_pane_buffer: pane %0 is on
1722352553.336408 @0 active pane not changed
1722352553.336425 /dev/ttys007: wrote 697 bytes (of 697)
1722352553.336429 /dev/ttys007: waiting for redraw, 0 bytes left
1722352553.336431 cmdq_next <global>: empty
1722352553.336434 cmdq_next </dev/ttys007>: empty
1722352553.336436 cmdq_next <client-32682>: empty
1722352553.336439 server_client_reset_state: client /dev/ttys007 mode CURSOR,WRAP,BRACKETPASTE
1722352553.336441 server_client_reset_state: cursor to 4,1
1722352553.336444 server_client_check_pane_buffer: pane %0 is on
1722352553.336446 @0 active pane not changed
1722352553.336606 lost client 0x147810a00
1722352553.336627 remove peer 0x148048000
1722352553.336632 unref client 0x147810a00 (1 references)
1722352553.336637 recalculate_size: @0 is 113x56
1722352553.336641 clients_calculate_size: after /dev/ttys007 (113x56), size is 113x56
1722352553.336644 clients_calculate_size: calculated size 113x56
1722352553.336647 clients_calculate_size: calculated size 113x56
1722352553.336649 clients_calculate_size: type is latest
1722352553.336651 recalculate_size: @0 no size change
1722352553.336654 free client 0x147810a00 (0 references)
1722352553.336657 cmdq_next <global>: empty
1722352553.336660 cmdq_next </dev/ttys007>: empty
1722352553.336662 server_client_reset_state: client /dev/ttys007 mode CURSOR,WRAP,BRACKETPASTE
1722352553.336665 server_client_reset_state: cursor to 4,1
1722352553.336670 server_client_check_pane_buffer: pane %0 is on
1722352553.336672 @0 active pane not changed
1722352553.343795 add peer 0x148048000: 10 (0x147810a00)
1722352553.343810 new client 0x147810a00
1722352553.343816 cmdq_next <global>: empty
1722352553.343819 cmdq_next </dev/ttys007>: empty
1722352553.343825 server_client_reset_state: client /dev/ttys007 mode CURSOR,WRAP,BRACKETPASTE
1722352553.343829 server_client_reset_state: cursor to 4,1
1722352553.343833 server_client_check_pane_buffer: pane %0 is on
1722352553.343838 @0 active pane not changed
1722352553.343865 peer 0x148048000 message 100
1722352553.343871 client 0x147810a00 IDENTIFY_FLAGS 0x10000
1722352553.343875 peer 0x148048000 message 111
1722352553.343878 client 0x147810a00 IDENTIFY_LONGFLAGS 0x10000
1722352553.343882 peer 0x148048000 message 101
1722352553.343885 client 0x147810a00 IDENTIFY_TERM tmux-256color
1722352553.343888 peer 0x148048000 message 109
1722352553.343891 client 0x147810a00 IDENTIFY_FEATURES 
1722352553.343894 peer 0x148048000 message 102
1722352553.343897 client 0x147810a00 IDENTIFY_TTYNAME 
1722352553.343900 peer 0x148048000 message 108
1722352553.343909 client 0x147810a00 IDENTIFY_CWD /Users/mohammed
1722352553.343913 cmdq_next <global>: empty
1722352553.343917 cmdq_next </dev/ttys007>: empty
1722352553.343920 server_client_reset_state: client /dev/ttys007 mode CURSOR,WRAP,BRACKETPASTE
1722352553.343924 server_client_reset_state: cursor to 4,1
1722352553.343927 server_client_check_pane_buffer: pane %0 is on
1722352553.343930 @0 active pane not changed
1722352553.343937 peer 0x148048000 message 104
1722352553.343941 client 0x147810a00 IDENTIFY_STDIN 12
1722352553.343944 cmdq_next <global>: empty
1722352553.343947 cmdq_next </dev/ttys007>: empty
1722352553.343950 server_client_reset_state: client /dev/ttys007 mode CURSOR,WRAP,BRACKETPASTE
1722352553.343953 server_client_reset_state: cursor to 4,1
1722352553.343956 server_client_check_pane_buffer: pane %0 is on
1722352553.343959 @0 active pane not changed
1722352553.343966 peer 0x148048000 message 110
1722352553.343970 client 0x147810a00 IDENTIFY_STDOUT 13
1722352553.343973 peer 0x148048000 message 107
1722352553.343976 client 0x147810a00 IDENTIFY_CLIENTPID 32696
1722352553.343979 peer 0x148048000 message 105
1722352553.343983 client 0x147810a00 IDENTIFY_ENVIRON TERM_PROGRAM=tmux
1722352553.343986 peer 0x148048000 message 105
1722352553.343990 client 0x147810a00 IDENTIFY_ENVIRON _P9K_TTY=/dev/ttys007
1722352553.343994 peer 0x148048000 message 105
1722352553.343997 client 0x147810a00 IDENTIFY_ENVIRON SHELL=/bin/zsh
1722352553.344001 peer 0x148048000 message 105
1722352553.344005 client 0x147810a00 IDENTIFY_ENVIRON TERM=tmux-256color
1722352553.344008 peer 0x148048000 message 105
1722352553.344012 client 0x147810a00 IDENTIFY_ENVIRON HOMEBREW_REPOSITORY=/opt/homebrew
1722352553.344015 peer 0x148048000 message 105
1722352553.344019 client 0x147810a00 IDENTIFY_ENVIRON TMPDIR=/var/folders/5z/yvn89f3n0n33nglxppwzhxvh0000gn/T/
1722352553.344022 peer 0x148048000 message 105
1722352553.344026 client 0x147810a00 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=3.4
1722352553.344029 peer 0x148048000 message 105
1722352553.344033 client 0x147810a00 IDENTIFY_ENVIRON USER=mohammed
1722352553.344036 peer 0x148048000 message 105
1722352553.344040 client 0x147810a00 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1722352553.344043 peer 0x148048000 message 105
1722352553.344047 client 0x147810a00 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.Ow6Z8fodci/Listeners
1722352553.344051 peer 0x148048000 message 105
1722352553.344054 client 0x147810a00 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
1722352553.344058 peer 0x148048000 message 105
1722352553.344062 client 0x147810a00 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-501/default,32330,-1
1722352553.344065 peer 0x148048000 message 105
1722352553.344069 client 0x147810a00 IDENTIFY_ENVIRON WEZTERM_EXECUTABLE_DIR=/Applications/WezTerm.app/Contents/MacOS
1722352553.344072 peer 0x148048000 message 105
1722352553.344079 client 0x147810a00 IDENTIFY_ENVIRON PATH=/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin
1722352553.344083 peer 0x148048000 message 105
1722352553.344087 client 0x147810a00 IDENTIFY_ENVIRON LaunchInstanceID=AE334E10-0DE8-4ECE-B39E-A9D9BD1BBE3B
1722352553.344090 peer 0x148048000 message 105
1722352553.344094 client 0x147810a00 IDENTIFY_ENVIRON __CFBundleIdentifier=com.github.wez.wezterm
1722352553.344097 peer 0x148048000 message 105
